,Coin Name,Status,Start Year,End Year
1599,GhostlyCrypto,Abandoned or No Volume,2015,2015
1600,Ghostcoin,Abandoned or No Volume,2014,2014
1601,Geniuscoin,Abandoned or No Volume,2015,2015
1602,GBCoin,Abandoned or No Volume,2014,2015
1603,GameUnits,Abandoned or No Volume,2016,2017
1604,GameBet Coin,Abandoned or No Volume,2016,2016
1605,germanycoin,Abandoned or No Volume,2014,2014
1606,GenesysCoin,Abandoned or No Volume,2015,2017
1607,GanjaCoin,Scam or Other Issues,2017,2019
1608,GamerholicCoin,Abandoned or No Volume,2014,2014
1609,Gambleo,Scam or Other Issues,2017,2017
1610,Gaelcoin,Abandoned or No Volume,2014,2014
1611,FutureCash,Abandoned or No Volume,2015,2015
1612,Functioncoin,Abandoned or No Volume,2014,2014
1613,Full Integrity Coin,Abandoned or No Volume,2014,2015
1614,FuckToken,Abandoned or No Volume,2017,2018
1615,FuturePoints,Abandoned or No Volume,2016,2016
1616,Future Digital Currency,Abandoned or No Volume,2016,2016
1617,FUNCoin,Abandoned or No Volume,2018,2019
1618,B3Coin,Abandoned or No Volume,2018,2019
1619,Frycoin,Abandoned or No Volume,2014,2017
1620,Frozen,Abandoned or No Volume,2018,2019
1621,FreshCoin,Abandoned or No Volume,2014,2016
1622,FreeMarket,Abandoned or No Volume,2014,2015
1623,Fractalcoin,Abandoned or No Volume,2014,2015
1624,Formosa Financial,Abandoned or No Volume,2018,2019
1625,FriendshipCoin 2,Abandoned or No Volume,2015,2016
1626,Karatgold coin,Scam or Other Issues,2018,2019
1627,FreedomCoin,Abandoned or No Volume,2015,2016
1628,FoxCoin,Abandoned or No Volume,2014,2014
1629,Forexcoin,Abandoned or No Volume,2014,2015
1630,Forevercoin,Abandoned or No Volume,2015,2017
1631,Floz,Abandoned or No Volume,2015,2016
1632,FlappyCoin,Abandoned or No Volume,2014,2015
1633,FistBump,Scam or Other Issues,2015,2015
1634,Firecoin,Abandoned or No Volume,2015,2017
1635,Flycoin,Abandoned or No Volume,2015,2017
1636,FlavorCoin,Abandoned or No Volume,2017,2018
1637,Fitrova,Abandoned or No Volume,2018,2018
1638,FireFlyCoin,Abandoned or No Volume,2013,2018
1639,FindYouCoin,Abandoned or No Volume,2014,2014
1640,Fetish,Scam or Other Issues,2014,2015
1641,FedoraShare,Abandoned or No Volume,2016,2018
1642,Faucetcoin,Abandoned or No Volume,2015,2015
1643,Fantomcoin,Abandoned or No Volume,2014,2018
1644,FAILCoin,Abandoned or No Volume,2014,2018
1645,EthereumCashPro,Abandoned or No Volume,2018,2019
1646,FCKBanksCoin,Abandoned or No Volume,2014,2017
1647,Farad,Abandoned or No Volume,2017,2018
1648,FairQuark,Abandoned or No Volume,2014,2014
1649,Faceblock,Scam or Other Issues,2017,2017
1650,Extremecoin,Abandoned or No Volume,2017,2018
1651,Experiment 10k,Abandoned or No Volume,2015,2015
1652,Excelcoin,Abandoned or No Volume,2017,2017
1653,EventToken,Abandoned or No Volume,2014,2015
1654,EuroBitCoin,Abandoned or No Volume,2017,2018
1655,ExtractCoin,Abandoned or No Volume,2015,2015
1656,Execoin,Abandoned or No Volume,2014,2015
1657,Evotion,Abandoned or No Volume,2017,2017
1658,eUtopium,Abandoned or No Volume,2014,2014
1659,Euphoria,Abandoned or No Volume,2014,2014
1660,eToken,Abandoned or No Volume,2014,2014
1661,Draft Coin,Abandoned or No Volume,2017,2019
1662,EtherDoge,Scam or Other Issues,2015,2017
1663,E4ROW,Abandoned or No Volume,2017,2017
1664,Ermis,Abandoned or No Volume,2014,2015
1665,Etherx,Abandoned or No Volume,2017,2018
1666,Ethereum Movie Venture,Abandoned or No Volume,2017,2018
1667,Ethercoin,Abandoned or No Volume,2014,2015
1668,Ethancoin,Abandoned or No Volume,2014,2014
1669,eREAL,Abandoned or No Volume,2017,2018
1670,Equilibrium,Abandoned or No Volume,2015,2015
1671,Entropycoin,Abandoned or No Volume,2014,2014
1672,EnigmaCoin,Abandoned or No Volume,2015,2015
1673,Empyrean,Abandoned or No Volume,2015,2015
1674,EliteCoin,Abandoned or No Volume,2014,2014
1675,Environ,Abandoned or No Volume,2017,2017
1676,ENTCash,Abandoned or No Volume,2017,2018
1677,EncryptoTel,Abandoned or No Volume,2017,2019
1678,EmpoCredits,Abandoned or No Volume,2015,2016
1679,ElephantCoin,Abandoned or No Volume,2013,2014
1680,Elektron,Scam or Other Issues,2015,2015
1681,Ekrona,Abandoned or No Volume,2014,2015
1682,eGold,Abandoned or No Volume,2017,2018
1683,EGGS,Abandoned or No Volume,2016,2016
1684,EBTCoin,Abandoned or No Volume,2014,2014
1685,Electron,Abandoned or No Volume,2014,2015
1686,eKita,Abandoned or No Volume,2014,2014
1687,EGO,Abandoned or No Volume,2016,2016
1688,Eclipse,Abandoned or No Volume,2016,2017
1689,eBitcoin,Abandoned or No Volume,2017,2018
1690,EBOLAShares,Abandoned or No Volume,2014,2015
1691,E-Money,Abandoned or No Volume,2015,2015
1692,Dubstep,Scam or Other Issues,2015,2015
1693,DragonSpheres,Scam or Other Issues,2015,2015
1694,DoxCoin,Abandoned or No Volume,2015,2015
1695,EagsCurrency,Abandoned or No Volume,2015,2015
1696,DuckDuckCoin,Abandoned or No Volume,2014,2015
1697,Droidz,Abandoned or No Volume,2015,2015
1698,DPAY,Abandoned or No Volume,2016,2016
1699,Dougcoin,Abandoned or No Volume,2014,2015
1700,Doubloons,Abandoned or No Volume,2013,2017
1701,Dorcs,Abandoned or No Volume,2014,2015
1702,Donationcoin,Abandoned or No Volume,2014,2016
1703,DogeBlackCoin,Abandoned or No Volume,2014,2015
1704,Distrocoin,Abandoned or No Volume,2014,2014
1705,DoSCoin,Abandoned or No Volume,2014,2014
1706,Doomcoin,Abandoned or No Volume,2014,2014
1707,DolphinCoin,Abandoned or No Volume,2014,2016
1708,Dobbscoin,Abandoned or No Volume,2014,2018
1709,Dirac,Abandoned or No Volume,2014,2016
1710,Diode,Abandoned or No Volume,2014,2015
1711,Digital Commerce,Abandoned or No Volume,2018,2018
1712,DigiEuro,Abandoned or No Volume,2015,2016
1713,Diggits,Abandoned or No Volume,2015,2015
1714,smARTOFGIVING,Scam or Other Issues,2018,2019
1715,Digitalfund,Abandoned or No Volume,2016,2017
1716,Digit,Abandoned or No Volume,2014,2014
1717,DigiCube,Abandoned or No Volume,2015,2016
1718,Diem,Abandoned or No Volume,2014,2017
1719,DFSCoin,Abandoned or No Volume,2017,2018
1720,Destiny,Abandoned or No Volume,2016,2017
1721,DeleteCoin,Abandoned or No Volume,2014,2014
1722,Deepcoin,Abandoned or No Volume,2014,2015
1723,DeBuNe,Abandoned or No Volume,2013,2018
1724,DayTraderCoin,Abandoned or No Volume,2014,2015
1725,DeltaCredits,Abandoned or No Volume,2015,2016
1726,DeepWebCash,Abandoned or No Volume,2016,2017
1727,Decentralized UBI,Abandoned or No Volume,2017,2018
1728,DeafDollars,Abandoned or No Volume,2014,2014
1729,DCORP,Abandoned or No Volume,2017,2018
1730,DAS,Abandoned or No Volume,2017,2017
1731,DarkSwift,Abandoned or No Volume,2014,2014
1732,Darkpeer,Abandoned or No Volume,2014,2015
1733,Darkkush,Abandoned or No Volume,2014,2014
1734,DarkFox,Abandoned or No Volume,2014,2014
1735,DarkToken,Scam or Other Issues,2014,2014
1736,DarkShibe,Abandoned or No Volume,2014,2014
1737,DarkLisk,Abandoned or No Volume,2016,2016
1738,DarkGold,Abandoned or No Volume,2014,2015
1739,DarkEther,Abandoned or No Volume,2015,2016
1740,DarkCypher,Abandoned or No Volume,2015,2015
1741,DarkCash,Abandoned or No Volume,2014,2014
1742,Czarcoin,Abandoned or No Volume,2014,2015
1743,Cygnus,Abandoned or No Volume,2016,2016
1744,Cycling Coin,Abandoned or No Volume,2015,2015
1745,DarkCrave,Abandoned or No Volume,2015,2015
1746,CzechCrownCoin,Abandoned or No Volume,2014,2015
1747,Cypher,Abandoned or No Volume,2015,2016
1748,Cyder,Scam or Other Issues,2017,2018
1749,CyberCoin,Scam or Other Issues,2015,2018
1750,Curriculum Vitae,Abandoned or No Volume,2018,2018
1751,CSCoin,Abandoned or No Volume,2014,2014
1752,CryptoSpots,Scam or Other Issues,2015,2015
1753,Cryptokenz,Abandoned or No Volume,2015,2015
1754,CryptoForecast,Abandoned or No Volume,2017,2018
1755,Cthulhu Offerings,Abandoned or No Volume,2014,2018
1756,CryptoWorldX Token,Abandoned or No Volume,2016,2017
1757,CryptoMETH,Abandoned or No Volume,2014,2014
1758,Cryptographic Anomaly,Abandoned or No Volume,2014,2017
1759,CryptoEscudo,Abandoned or No Volume,2014,2018
1760,Credits,Abandoned or No Volume,2014,2014
1761,CryptoCircuits,Abandoned or No Volume,2015,2015
1762,Crypto Focus,Abandoned or No Volume,2015,2015
1763,CryptBit,Abandoned or No Volume,2015,2015
1764,CraigsCoin,Abandoned or No Volume,2014,2015
1765,CryptoCoins,Abandoned or No Volume,2014,2015
1766,CryptoBuck,Abandoned or No Volume,2013,2017
1767,CryptCoin,Abandoned or No Volume,2014,2015
1768,CRYcoin,Abandoned or No Volume,2015,2015
1769,CrackCoin,Abandoned or No Volume,2014,2015
1770,Coven,Abandoned or No Volume,2015,2015
1771,Corethum,Abandoned or No Volume,2017,2018
1772,Copico,Abandoned or No Volume,2017,2018
1773,ContinuumCoin,Abandoned or No Volume,2014,2016
1774,ConfessionCoin,Abandoned or No Volume,2014,2015
1775,CornerstoneCoin,Abandoned or No Volume,2014,2016
1776,CORE,Abandoned or No Volume,2015,2017
1777,CoolCoin,Abandoned or No Volume,2014,2016
1778,Conspiracycoin,Abandoned or No Volume,2014,2016
1779,ConcealCoin,Abandoned or No Volume,2014,2014
1780,Compcoin,Abandoned or No Volume,2015,2017
1781,ColbertCoin,Abandoned or No Volume,2014,2014
1782,CoinoUSD,Abandoned or No Volume,2015,2017
1783,CoinoIndex,Abandoned or No Volume,2015,2016
1784,Coin2,ICO Fail or Short Lived,2014,2014
1785,CommunityCoin,Abandoned or No Volume,2014,2016
1786,Coinworkscoin,Abandoned or No Volume,2015,2016
1787,Coinomat,Abandoned or No Volume,2013,2017
1788,Coino,Abandoned or No Volume,2014,2016
1789,COIN,ICO Fail or Short Lived,2016,2016
1790,CoffeeCoin,Abandoned or No Volume,2014,2017
1791,ClusterCoin,ICO Fail or Short Lived,2014,2014
1792,CleverHash,Abandoned or No Volume,2014,2015
1793,Cleverbot,Abandoned or No Volume,2015,2016
1794,CleanWaterCoin,Abandoned or No Volume,2014,2015
1795,CoCoCoin,ICO Fail or Short Lived,2014,2014
1796,Clinton,Abandoned or No Volume,2017,2017
1797,CleverCoin,Abandoned or No Volume,2014,2016
1798,ClearingHouse,Abandoned or No Volume,2014,2016
1799,Citizencoin,Abandoned or No Volume,2014,2014
1800,CIONZ,Abandoned or No Volume,2016,2016
1801,Cinder,Abandoned or No Volume,2014,2015
1802,Chococoin,Abandoned or No Volume,2013,2015
1803,CheckOutCoin,Abandoned or No Volume,2014,2015
1804,CHCCoin,Abandoned or No Volume,2014,2018
1805,Cinni,Abandoned or No Volume,2014,2015
1806,ChoofCoin,Abandoned or No Volume,2016,2017
1807,ChipCoin,Abandoned or No Volume,2015,2016
1808,Checkcoin,Abandoned or No Volume,2014,2017
1809,Chancecoin,Abandoned or No Volume,2014,2016
1810,CGC Token,Abandoned or No Volume,2017,2018
1811,Cerium,Abandoned or No Volume,2015,2018
1812,CBD Crystals,Abandoned or No Volume,2016,2017
1813,Cashout,Abandoned or No Volume,2016,2017
1814,Cash Poker Pro,Abandoned or No Volume,2017,2018
1815,Cetuscoin,Abandoned or No Volume,2014,2015
1816,CCMiner,Abandoned or No Volume,2014,2018
1817,CataloniaCoin,Abandoned or No Volume,2014,2017
1818,Cashme,Abandoned or No Volume,2015,2017
1819,CarterCoin,Abandoned or No Volume,2016,2017
1820,CAPTcoin,Abandoned or No Volume,2014,2015
1821,Cannabis Industry Coin,Abandoned or No Volume,2016,2016
1822,CandleCoin,Abandoned or No Volume,2014,2015
1823,CAIx,Abandoned or No Volume,2014,2016
1824,Braincoin,Abandoned or No Volume,2016,2017
1825,CannabisDarkcoin,Abandoned or No Volume,2014,2014
1826,CandyCoin,Abandoned or No Volume,2014,2016
1827,CamorraCoin,Abandoned or No Volume,2014,2016
1828,CageCoin,Abandoned or No Volume,2014,2017
1829,Caesarion,Abandoned or No Volume,2016,2017
1830,Karma,Scam or Other Issues,2017,2019
1831,Sparkster,ICO Fail or Short Lived,2018,2019
1832,Neluns,Scam or Other Issues,2018,2019
1833,Botcoin,ICO Fail or Short Lived,2015,2015
1834,Boomcoin,Abandoned or No Volume,2014,2014
1835,MoonCoin,Scam or Other Issues,2018,2019
1836,Spurt,Scam or Other Issues,2018,2019
1837,Bowhead,ICO Fail or Short Lived,2017,2017
1838,BoostCoin,Abandoned or No Volume,2019,2019
1839,BonusCoin,Abandoned or No Volume,2013,2014
1840,Bongger,Abandoned or No Volume,2014,2018
1841,BollywoodCoin,Abandoned or No Volume,2014,2015
1842,BlitzMM,Abandoned or No Volume,2014,2016
1843,Bloodcoin,Abandoned or No Volume,2015,2017
1844,Blitzcash,Scam or Other Issues,2014,2019
1845,Bones,Abandoned or No Volume,2014,2014
1846,BlueChip,Abandoned or No Volume,2014,2015
1847,Blockchain Index,Abandoned or No Volume,2017,2018
1848,BlockShares,Scam or Other Issues,2015,2016
1849,BlackToken,Abandoned or No Volume,2014,2014
1850,blackstar,Abandoned or No Volume,2016,2016
1851,BIXC,ICO Fail or Short Lived,2018,2018
1852,BitStone,Scam or Other Issues,2015,2016
1853,BitShares PTS,Abandoned or No Volume,2015,2016
1854,Bitpark Coin,ICO Fail or Short Lived,2016,2018
1855,BlackJack,Scam or Other Issues,2016,2016
1856,BitTokens,ICO Fail or Short Lived,2016,2018
1857,BitStake,Scam or Other Issues,2015,2015
1858,BitSeeds,Abandoned or No Volume,2016,2017
1859,BitMoon,ICO Fail or Short Lived,2017,2018
1860,BitMoney,Scam or Other Issues,2018,2019
1861,Bitmiles,Scam or Other Issues,2014,2015
1862,BitLion,Abandoned or No Volume,2014,2014
1863,Winged Coin,Scam or Other Issues,2018,2019
1864,BigCoin,Abandoned or No Volume,2014,2016
1865,BitMo,Abandoned or No Volume,2014,2014
1866,BitLux,Scam or Other Issues,2015,2015
1867,Bitindia,Scam or Other Issues,2017,2018
1868,BFX Coin,Abandoned or No Volume,2016,2018
1869,BigBullion,ICO Fail or Short Lived,2014,2014
1870,BigBoobsCoin,Joke or No Purpose,2017,2017
1871,BestChain,Abandoned or No Volume,2017,2018
1872,BelugaPay,Scam or Other Issues,2017,2018
1873,BearMining,Abandoned or No Volume,2014,2015
1874,BDSM,Abandoned or No Volume,2014,2015
1875,Biebercoin,Joke or No Purpose,2016,2016
1876,Benjamins,Abandoned or No Volume,2014,2016
1877,Bellscoin,Abandoned or No Volume,2015,2015
1878,BDSM Fetish,Abandoned or No Volume,2014,2016
1879,AIO Coin,Abandoned or No Volume,2017,2018
1880,AIRcoin,Scam or Other Issues,2014,2016
1881,Aliencoin,Scam or Other Issues,2014,2014
1882,Alphacoin,Abandoned or No Volume,2013,2014
1883,BTCGold,Scam or Other Issues,2017,2017
1884,EmberCoin,Abandoned or No Volume,2017,2017
1885,Alipaycoin,Scam or Other Issues,2014,2015
1886,All Ages Coin,Abandoned or No Volume,2013,2014
1887,Quartz,Abandoned or No Volume,2017,2017
1888,ElectionChain,Scam or Other Issues,2017,2017
1889,Leek Coin,Abandoned or No Volume,2017,2018
1890,Santa Coin,Abandoned or No Volume,2017,2018
1891,Bitland,Scam or Other Issues,2016,2017
1892,Nexxus,Abandoned or No Volume,2017,2017
1894,NautilusCoin,Abandoned or No Volume,2014,2018
1895,Infinity Pay,Abandoned or No Volume,2017,2018
1899,CybCSec,Abandoned or No Volume,2017,2018
1900,Janus,Abandoned or No Volume,2017,2018
1901,Swapcoin,Abandoned or No Volume,2017,2018
1902,UAHPay,Scam or Other Issues,2017,2018
1903,ETHGAS,Abandoned or No Volume,2017,2018
1904,IOU1,Abandoned or No Volume,2017,2017
1905,GetGems,Abandoned or No Volume,2015,2017
1906,Rare Pepe Party,Abandoned or No Volume,2016,2018
1909,Nimfamoney,Abandoned or No Volume,2017,2018
1910,ZiftrCOIN,Abandoned or No Volume,2015,2017
1911,DimonCoin,Abandoned or No Volume,2017,2018
1912,LiteCoin Gold,Scam or Other Issues,2017,2018
1913,10M Token,Abandoned or No Volume,2017,2018
1914,SmartBillions,Scam or Other Issues,2017,2018
1915,Latium,Abandoned or No Volume,2014,2017
1916,DT Token,Abandoned or No Volume,2016,2017
1917,Monkey,Scam or Other Issues,2017,2017
1918,BitCoin2x,Scam or Other Issues,2017,2018
1919,Hyper TV,Scam or Other Issues,2017,2018
1920,Veredictum,Abandoned or No Volume,2017,2017
1922,FaceCoin,Abandoned or No Volume,2017,2018
1923,OHM,Abandoned or No Volume,2017,2018
1924,CoEval,Abandoned or No Volume,2017,2017
1925,ApexCoin,Abandoned or No Volume,2014,2016
1926,Slimcoin,Abandoned or No Volume,2015,2017
1927,UtaCoin,Abandoned or No Volume,2017,2018
1928,BTCDragon,Abandoned or No Volume,2017,2017
1929,Frazcoin,Scam or Other Issues,2017,2018
1930,YbCoin,Abandoned or No Volume,2014,2017
1931,XCurrency,Scam or Other Issues,2014,2017
1932,Neutrino,Abandoned or No Volume,2014,2015
1934,Crypti,Abandoned or No Volume,2014,2016
1935,Banx,Abandoned or No Volume,2014,2017
1937,ARCHcoin,ICO Fail or Short Lived,2014,2017
1938,BilShares,Abandoned or No Volume,2014,2017
1939,Qora,Abandoned or No Volume,2014,2018
1943,JackpotCoin,Abandoned or No Volume,2014,2015
1944,ZcCoin,Abandoned or No Volume,2014,2017
1945,Dogeparty,Abandoned or No Volume,2014,2016
1946,Sync,Abandoned or No Volume,2014,2017
1947,Horizon,Abandoned or No Volume,2014,2017
1948,Fibre,Abandoned or No Volume,2014,2016
1949,KarmaCoin,Abandoned or No Volume,2014,2018
1950,Node,Abandoned or No Volume,2014,2016
1951,Revcoin,Scam or Other Issues,2016,2016
1952,MIYUCoin,Scam or Other Issues,2017,2017
1954,Krypstal,Scam or Other Issues,2017,2017
1955,TRMB,Abandoned or No Volume,2015,2017
1956,Lepaoquan,Scam or Other Issues,2016,2017
1957,EMoneyPower,Scam or Other Issues,2017,2017
1958,FalCoin,Scam or Other Issues,2017,2017
1959,Coinaid,Scam or Other Issues,2015,2016
1960,POSInvestment,Scam or Other Issues,2017,2017
1961,DarkTron,ICO Fail or Short Lived,2015,2016
1962,Number7,Abandoned or No Volume,2016,2016
1966,Unfed,Abandoned or No Volume,2016,2017
1976,Signatum,ICO Fail or Short Lived,2017,2018
1977,Datacoin,Abandoned or No Volume,2013,2018
1988,Confido,ICO Fail or Short Lived,2017,2018
1990,Bitcoin 21,Abandoned or No Volume,2016,2018
1994,AntiBitcoin,Abandoned or No Volume,2014,2018
1999,FinCoin,Abandoned or No Volume,2017,2018
2000,Sojourn,Abandoned or No Volume,2017,2018
2002,Cabbage,Abandoned or No Volume,2016,2018
2003,Printerium,Scam or Other Issues,2017,2018
2006,Litecred,Abandoned or No Volume,2015,2018
2007,DAPPSTER,Abandoned or No Volume,2016,2018
2008,Slevin,Scam or Other Issues,2017,2018
2009,Pulse,Abandoned or No Volume,2015,2018
2011,Solarflarecoin,Abandoned or No Volume,2016,2018
2012,Blackstasr,Scam or Other Issues,2016,2018
2014,MiloCoin,Abandoned or No Volume,2017,2018
2015,MindCoin,Abandoned or No Volume,2015,2018
2016,VIP Tokens,Scam or Other Issues,2016,2018
2017,ARbit,Scam or Other Issues,2015,2018
2019,ImpulseCoin,Abandoned or No Volume,2016,2018
2020,Beatcoin,Abandoned or No Volume,2016,2018
2022,Orlycoin,Abandoned or No Volume,2016,2018
2023,CoExistCoin,Abandoned or No Volume,2016,2018
2025,GoldReserve,Abandoned or No Volume,2014,2018
2026,BiosCrypto,Abandoned or No Volume,2015,2018
2028,Zonecoin,Abandoned or No Volume,2016,2018
2029,Yescoin,Scam or Other Issues,2016,2018
2030,RSGPcoin,Scam or Other Issues,2017,2018
2031,LetItRide,Scam or Other Issues,2016,2018
2032,SydPak,Abandoned or No Volume,2015,2018
2034,Vault Coin,Abandoned or No Volume,2016,2018
2035,CRTCoin,Scam or Other Issues,2014,2018
2036,Torcoin,Abandoned or No Volume,2017,2018
2038,Tychocoin,Abandoned or No Volume,2017,2018
2039,Digital Credits,Abandoned or No Volume,2015,2018
2040,Tristar Coin,Abandoned or No Volume,2017,2018
2041,Abncoin,Abandoned or No Volume,2016,2018
2043,TurboCoin,Abandoned or No Volume,2017,2018
2046,Ebittree Coin,Abandoned or No Volume,2017,2018
2047,LandCoin,Abandoned or No Volume,2016,2018
2048,PayPeer,Abandoned or No Volume,2016,2017
2049,Avoncoin,Abandoned or No Volume,2016,2018
2050,Regacoin,Abandoned or No Volume,2016,2018
2051,Primulon,Abandoned or No Volume,2017,2018
2052,Bitbase,Scam or Other Issues,2017,2018
2055,Axiom,Abandoned or No Volume,2015,2017
2058,UR,Abandoned or No Volume,2016,2018
2059,RubleBit,Abandoned or No Volume,2015,2018
2060,Protean Coin,Abandoned or No Volume,2017,2018
2061,PrismChain,Abandoned or No Volume,2016,2018
2062,Bitok,Abandoned or No Volume,2017,2018
2063,Opescoin,Abandoned or No Volume,2015,2018
2064,SharkCoin,Abandoned or No Volume,2014,2017
2066,Operand,Abandoned or No Volume,2015,2017
2067,TeamUp,Abandoned or No Volume,2016,2018
2068,Lazaruscoin,Abandoned or No Volume,2016,2018
2070,FutCoin,Abandoned or No Volume,2015,2018
2071,Dashs,Abandoned or No Volume,2017,2018
2072,MobileCash,Abandoned or No Volume,2016,2018
2073,Granite,Abandoned or No Volume,2014,2017
2074,SpherePay,Scam or Other Issues,2017,2018
2075,LAthaan,Abandoned or No Volume,2016,2018
2076,BitAlphaCoin,Abandoned or No Volume,2015,2018
2077,TheCreed,Abandoned or No Volume,2016,2018
2078,OCOW,Scam or Other Issues,2016,2018
2079,RHFCoin,Scam or Other Issues,2017,2018
2080,KashhCoin,Scam or Other Issues,2016,2017
2081,TrickyCoin,Abandoned or No Volume,2016,2018
2082,SportsCoin,Abandoned or No Volume,2016,2018
2083,Link Platform,Scam or Other Issues,2017,2018
2084,Bitsupra,Scam or Other Issues,2015,2018
2085,PinkDog,Abandoned or No Volume,2016,2018
2086,Omicron,Abandoned or No Volume,2016,2018
2087,FIMKrypto,Scam or Other Issues,2014,2018
2088,TAGRcoin,Scam or Other Issues,2015,2018
2089,Umbrella Coin,Scam or Other Issues,2017,2018
2090,Yocoin Classic,Scam or Other Issues,2017,2018
2091,Becksang,Scam or Other Issues,2017,2017
2092,Monero Gold,Scam or Other Issues,2017,2018
2093,FrankyWillCoin,Abandoned or No Volume,2017,2018
2094,EneCoin,Scam or Other Issues,2016,2017
2095,Happy Creator Coin,Scam or Other Issues,2016,2018
2096,Corex,Scam or Other Issues,2017,2017
2097,FitCoin,Abandoned or No Volume,2017,2018
2098,UCIcoin,Scam or Other Issues,2014,2015
2099,OsmiumCoin,Abandoned or No Volume,2015,2018
2100,AlpaCoin,Abandoned or No Volume,2015,2018
2101,Swiscoin,Abandoned or No Volume,2016,2017
2102,Master Swiscoin,Abandoned or No Volume,2017,2017
2103,Ride My Car,Abandoned or No Volume,2017,2018
2104,Zlancer,Scam or Other Issues,2017,2018
2105,World Gold Coin,Abandoned or No Volume,2016,2017
2106,BTC Coin,Abandoned or No Volume,2014,2014
2107,CyrberCoin,Abandoned or No Volume,2015,2018
2108,Centra,Abandoned or No Volume,2017,2018
2109,Sophos,Scam or Other Issues,2018,2018
2110,BattleCoin,Abandoned or No Volume,2014,2016
2111,ExchangeN,Abandoned or No Volume,2017,2018
2112,FuturXe,Abandoned or No Volume,2017,2018
2113,AsiaCoin,Scam or Other Issues,2014,2018
2115,Ethereum Dark,Abandoned or No Volume,2017,2018
2116,Artex Coin,Abandoned or No Volume,2016,2017
2117,E-Coin,Scam or Other Issues,2017,2018
2118,PoSW Coin,Abandoned or No Volume,2017,2018
2119,Zennies,Abandoned or No Volume,2017,2018
2120,MetalCoin,Abandoned or No Volume,2014,2018
2122,POSToken,Scam or Other Issues,2017,2018
2123,Hagglin,Scam or Other Issues,2017,2017
2125,HoboNickels,Joke or No Purpose,2013,2018
2126,ShadowCash,Scam or Other Issues,2014,2018
2127,Dough,Scam or Other Issues,2018,2018
2128,Bookira-Token,Scam or Other Issues,2017,2017
2132,Boon Tech,Scam or Other Issues,2017,2018
2134,Vcoin,Abandoned or No Volume,2015,2017
2135,DavorCoin,Scam or Other Issues,2017,2018
2136,Detectortoken,Scam or Other Issues,2017,2018
2137,NVO,Abandoned or No Volume,2017,2018
2138,TerraMiner,Scam or Other Issues,2017,2018
2140,NetCoin,Abandoned or No Volume,2013,2018
2141,BritCoin,Abandoned or No Volume,2014,2018
2142,TagCoin,Abandoned or No Volume,2013,2018
2143,Billionaire Token,Joke or No Purpose,2017,2018
2144,Nyancoin,Joke or No Purpose,2014,2018
2145,QubitCoin,Abandoned or No Volume,2014,2018
2146,Bit20,Abandoned or No Volume,2017,2018
2147,Opal,Abandoned or No Volume,2014,2018
2148,Synergy,Joke or No Purpose,2014,2018
2149,Globalcoin,Joke or No Purpose,2013,2018
2151,Memorycoin,Scam or Other Issues,2013,2017
2152,Bitcurrency Pro,Abandoned or No Volume,2018,2018
2153,Newbium,Abandoned or No Volume,2016,2018
2155,HOdlcoin,Joke or No Purpose,2016,2018
2156,Bitcurrency,Abandoned or No Volume,2016,2018
2157,ICO OpenLedger,Abandoned or No Volume,2016,2018
2158,Droxne,Abandoned or No Volume,2017,2018
2159,Evil Coin,Abandoned or No Volume,2015,2018
2160,Gapcoin,Abandoned or No Volume,2014,2018
2161,Freicoin,Abandoned or No Volume,2013,2016
2162,Philosopher Stones,Abandoned or No Volume,2013,2014
2163,BERNcash,Abandoned or No Volume,2016,2018
2164,Darsek,Abandoned or No Volume,2013,2018
2165,Mineum,Abandoned or No Volume,2016,2018
2166,EthBet,Abandoned or No Volume,2017,2018
2167,Joincoin,Abandoned or No Volume,2014,2018
2168,Crypto,Abandoned or No Volume,2015,2018
2169,Islacoin,Abandoned or No Volume,2015,2018
2170,DigitalDevelopersFund,Abandoned or No Volume,2017,2018
2171,ScoreCoin,Abandoned or No Volume,2013,2014
2172,SONO,Abandoned or No Volume,2017,2018
2173,India Coin,Abandoned or No Volume,2017,2018
2174,Spheris,Scam or Other Issues,2017,2017
2175,OctoCoin,Abandoned or No Volume,2015,2018
2176,Shopin,Abandoned or No Volume,2017,2018
2177,Aerium,Abandoned or No Volume,2017,2018
2178,The DAO,Scam or Other Issues,2016,2017
2179,Droplex,Scam or Other Issues,2017,2017
2180,Rhea,Scam or Other Issues,2017,2017
2181,Bitraiser,Scam or Other Issues,2017,2018
2182,Inchain,Scam or Other Issues,2016,2016
2183,Dropfoods,Scam or Other Issues,2017,2017
2184,Dentix,Scam or Other Issues,2017,2018
2185,Kumo,Scam or Other Issues,2017,2018
2186,Ninth Wonder,Scam or Other Issues,2017,2017
2187,Digi Token,Scam or Other Issues,2017,2017
2188,VanillaPlay,Scam or Other Issues,2017,2018
2189,BoldPure,Scam or Other Issues,2017,2018
2190,ARNA Genomics,Joke or No Purpose,2017,2018
2191,Art Coin,Joke or No Purpose,2017,2017
2192,XProject,Joke or No Purpose,2017,2017
2193,Florio,Scam or Other Issues,2017,2018
2194,Flying Money,Scam or Other Issues,2017,2018
2195,Battle Ball,Joke or No Purpose,2017,2017
2196,ABIO Coin,Joke or No Purpose,2017,2018
2197,VLB Token,Scam or Other Issues,2017,2018
2198,CoinBet,Scam or Other Issues,2017,2018
